timestamp_iso,ticksPerSec,signalsLastMinute,ordersRequestedLastMinute,ordersFilledLastMinute,errorsLastMinute
2025-09-20T08:28:58.2372917Z,1.9,12,8,7,3
2025-09-20T08:29:00.2485473Z,1.75,10,7,8,3
2025-09-20T08:29:02.2502529Z,1.8166666666666667,11,7,7,3
2025-09-20T08:29:04.2486196Z,1.9166666666666667,11,7,7,3
2025-09-20T08:29:06.2501086Z,1.7833333333333334,11,8,8,3
2025-09-20T08:29:08.2540655Z,1.95,12,7,7,3
2025-09-20T08:29:10.2498169Z,1.8666666666666667,11,8,8,3
2025-09-20T08:29:12.2594043Z,1.8333333333333333,11,7,7,3
2025-09-20T08:29:14.2383513Z,1.8833333333333333,11,8,8,3
2025-09-20T08:29:16.2400513Z,1.75,11,7,7,3
2025-09-20T08:29:18.2482832Z,1.7833333333333334,11,7,7,3
2025-09-20T08:29:20.2493599Z,1.8,10,7,7,3
2025-09-20T08:29:22.2491412Z,1.7666666666666666,11,7,7,3
2025-09-20T08:29:24.2487123Z,1.7333333333333334,10,7,7,3
2025-09-20T08:29:26.2488188Z,1.8166666666666667,11,7,7,3
2025-09-20T08:29:28.2485875Z,1.8,11,8,8,3
2025-09-20T08:29:30.2488569Z,1.8,11,7,7,3
2025-09-20T08:29:32.2490367Z,1.8,11,7,7,2
2025-09-20T08:29:34.2523150Z,1.9833333333333334,12,8,8,4
2025-09-20T08:29:36.2499146Z,1.95,11,8,8,3
2025-09-20T08:29:38.2488065Z,1.9,12,7,7,3
2025-09-20T08:29:40.2583374Z,1.7666666666666666,10,7,7,3
2025-09-20T08:29:42.2501835Z,1.8666666666666667,11,8,8,3
2025-09-20T08:29:44.2504221Z,1.9,12,7,7,3
2025-09-20T08:29:46.2489211Z,1.7666666666666666,10,7,7,3
2025-09-20T08:29:48.2489954Z,1.8166666666666667,11,8,8,3
2025-09-20T08:29:50.2492097Z,1.7833333333333334,11,7,7,3
2025-09-20T08:29:52.2488330Z,1.7333333333333334,10,7,7,2
2025-09-20T08:29:54.2493370Z,1.8333333333333333,11,7,7,3
2025-09-20T08:29:56.2495669Z,1.75,11,7,7,3
2025-09-20T08:29:58.2548324Z,1.75,10,7,7,3
2025-09-20T08:30:00.2493455Z,1.7,11,7,7,3
2025-09-20T08:30:02.2495257Z,1.8166666666666667,11,7,7,3
2025-09-20T08:30:04.2487897Z,1.8166666666666667,10,7,7,3
2025-09-20T08:30:06.2489742Z,1.8166666666666667,11,8,8,3
2025-09-20T08:30:08.2645116Z,1.75,11,7,7,3
2025-09-20T08:30:10.2486064Z,1.8333333333333333,11,7,7,2
2025-09-20T08:30:12.2504558Z,1.7666666666666666,10,7,7,3
2025-09-20T08:30:14.2493845Z,1.7666666666666666,11,7,7,3
2025-09-20T08:30:16.2513891Z,1.85,11,8,8,3
2025-09-20T08:30:18.2501948Z,1.8333333333333333,11,7,7,3
2025-09-20T08:30:20.2507143Z,1.8833333333333333,11,7,7,3
2025-09-20T08:30:22.2568139Z,1.8166666666666667,11,8,8,3
2025-09-20T08:30:24.2484028Z,1.8,11,7,7,3
2025-09-20T08:30:26.2498877Z,1.8,11,7,7,3
2025-09-20T08:30:28.2489093Z,1.85,11,8,7,3
2025-09-20T08:30:30.2485856Z,1.7833333333333334,11,7,8,3
2025-09-20T08:30:32.2569976Z,1.7666666666666666,10,7,7,3
2025-09-20T08:30:34.2499931Z,1.7333333333333334,11,7,7,3
2025-09-20T08:30:36.2504174Z,0.016666666666666666,0,0,0,0
2025-09-20T08:30:38.2483461Z,0,0,0,0,0
